t_ms,V_mV,n,h,alpha,volL_L,PAO2_mmHg,PaO2_mmHg,gtonic_nS,SaO2_pct
7.91831813e+03,-4.72651194e+01,1.97822908e-02,6.96095228e-01,1.10194421e-02,2.81788850e+00,9.32035044e+01,8.10853905e+01,1.68347879e-01,9.44982530e+01
7.91844644e+03,-4.72492500e+01,1.91994067e-02,6.96092310e-01,1.10180350e-02,2.81819161e+00,9.32064746e+01,8.10883443e+01,1.68329942e-01,9.44987264e+01
7.91857474e+03,-4.72331299e+01,1.86559381e-02,6.96089383e-01,1.10166281e-02,2.81849455e+00,9.32094405e+01,8.10912989e+01,1.68312002e-01,9.44991999e+01
7.91870305e+03,-4.72167545e+01,1.81493864e-02,6.96086447e-01,1.10152214e-02,2.81879732e+00,9.32124019e+01,8.10942542e+01,1.68294058e-01,9.44996735e+01
7.91883136e+03,-4.72001185e+01,1.76774181e-02,6.96083503e-01,1.10138149e-02,2.81909993e+00,9.32153590e+01,8.10972102e+01,1.68276111e-01,9.45001472e+01
7.91895966e+03,-4.71832170e+01,1.72378541e-02,6.96080549e-01,1.10124086e-02,2.81940236e+00,9.32183117e+01,8.11001669e+01,1.68258161e-01,9.45006209e+01
7.91911429e+03,-4.71624883e+01,1.67483043e-02,6.96076976e-01,1.10107142e-02,2.81976660e+00,9.32218643e+01,8.11037310e+01,1.68236524e-01,9.45011918e+01
7.91926891e+03,-4.71413567e+01,1.62995634e-02,6.96073390e-01,1.10090200e-02,2.82013060e+00,9.32254106e+01,8.11072961e+01,1.68214882e-01,9.45017628e+01
7.91942354e+03,-4.71198123e+01,1.58885888e-02,6.96069790e-01,1.10073261e-02,2.82049435e+00,9.32289506e+01,8.11108623e+01,1.68193235e-01,9.45023339e+01
7.91957816e+03,-4.70978449e+01,1.55125789e-02,6.96066175e-01,1.10056326e-02,2.82085786e+00,9.32324843e+01,8.11144294e+01,1.68171584e-01,9.45029051e+01
7.91973278e+03,-4.70754440e+01,1.51689540e-02,6.96062546e-01,1.10039393e-02,2.82122112e+00,9.32360117e+01,8.11179976e+01,1.68149927e-01,9.45034764e+01
7.91988741e+03,-4.70525986e+01,1.48553388e-02,6.96058901e-01,1.10022463e-02,2.82158413e+00,9.32395328e+01,8.11215668e+01,1.68128266e-01,9.45040477e+01
7.92004203e+03,-4.70292975e+01,1.45695466e-02,6.96055242e-01,1.10005537e-02,2.82194690e+00,9.32430476e+01,8.11251369e+01,1.68106600e-01,9.45046191e+01
7.92019666e+03,-4.70055290e+01,1.43095641e-02,6.96051566e-01,1.09988613e-02,2.82230943e+00,9.32465562e+01,8.11287081e+01,1.68084929e-01,9.45051906e+01
7.92035128e+03,-4.69812809e+01,1.40735385e-02,6.96047875e-01,1.09971692e-02,2.82267171e+00,9.32500585e+01,8.11322803e+01,1.68063253e-01,9.45057622e+01
7.92050590e+03,-4.69565408e+01,1.38597643e-02,6.96044167e-01,1.09954774e-02,2.82303375e+00,9.32535546e+01,8.11358535e+01,1.68041573e-01,9.45063339e+01
7.92069502e+03,-4.69255940e+01,1.36262743e-02,6.96039610e-01,1.09934087e-02,2.82347621e+00,9.32578220e+01,8.11402251e+01,1.68015050e-01,9.45070331e+01
7.92088413e+03,-4.68938671e+01,1.34211129e-02,6.96035027e-01,1.09913405e-02,2.82391830e+00,9.32620800e+01,8.11445981e+01,1.67988520e-01,9.45077325e+01
7.92107325e+03,-4.68613340e+01,1.32419177e-02,6.96030418e-01,1.09892727e-02,2.82436003e+00,9.32663288e+01,8.11489727e+01,1.67961983e-01,9.45084320e+01
7.92126236e+03,-4.68279677e+01,1.30865577e-02,6.96025782e-01,1.09872053e-02,2.82480140e+00,9.32705683e+01,8.11533487e+01,1.67935438e-01,9.45091317e+01
7.92145148e+03,-4.67937402e+01,1.29531116e-02,6.96021118e-01,1.09851384e-02,2.82524240e+00,9.32747985e+01,8.11577262e+01,1.67908887e-01,9.45098314e+01
7.92164059e+03,-4.67586217e+01,1.28398487e-02,6.96016426e-01,1.09830720e-02,2.82568303e+00,9.32790194e+01,8.11621052e+01,1.67882329e-01,9.45105313e+01
7.92184355e+03,-4.67199064e+01,1.27389775e-02,6.96011357e-01,1.09808549e-02,2.82615551e+00,9.32835390e+01,8.11668062e+01,1.67853820e-01,9.45112825e+01
7.92204651e+03,-4.66800893e+01,1.26578365e-02,6.96006254e-01,1.09786383e-02,2.82662757e+00,9.32880479e+01,8.11715090e+01,1.67825302e-01,9.45120338e+01
7.92224946e+03,-4.66391279e+01,1.25948903e-02,6.96001116e-01,1.09764223e-02,2.82709921e+00,9.32925462e+01,8.11762134e+01,1.67796777e-01,9.45127852e+01
7.92245242e+03,-4.65969779e+01,1.25487747e-02,6.95995940e-01,1.09742068e-02,2.82757043e+00,9.32970340e+01,8.11809195e+01,1.67768244e-01,9.45135368e+01
7.92265538e+03,-4.65535924e+01,1.25182805e-02,6.95990727e-01,1.09719918e-02,2.82804124e+00,9.33015111e+01,8.11856273e+01,1.67739703e-01,9.45142885e+01
7.92285833e+03,-4.65089220e+01,1.25023388e-02,6.95985474e-01,1.09697774e-02,2.82851162e+00,9.33059777e+01,8.11903367e+01,1.67711154e-01,9.45150403e+01
7.92310395e+03,-4.64530679e+01,1.25011716e-02,6.95979063e-01,1.09670983e-02,2.82908033e+00,9.33113691e+01,8.11960383e+01,1.67676593e-01,9.45159504e+01
7.92334957e+03,-4.63951569e+01,1.25185064e-02,6.95972591e-01,1.09644200e-02,2.82964842e+00,9.33167451e+01,8.12017422e+01,1.67642022e-01,9.45168606e+01
7.92359519e+03,-4.63350840e+01,1.25531274e-02,6.95966055e-01,1.09617426e-02,2.83021590e+00,9.33221057e+01,8.12074486e+01,1.67607439e-01,9.45177710e+01
7.92384081e+03,-4.62727363e+01,1.26040215e-02,6.95959452e-01,1.09590659e-02,2.83078277e+00,9.33274510e+01,8.12131574e+01,1.67572845e-01,9.45186815e+01
7.92408643e+03,-4.62079928e+01,1.26703596e-02,6.95952780e-01,1.09563902e-02,2.83134903e+00,9.33327809e+01,8.12188685e+01,1.67538240e-01,9.45195922e+01
7.92433205e+03,-4.61407233e+01,1.27514808e-02,6.95946036e-01,1.09537153e-02,2.83191468e+00,9.33380956e+01,8.12245820e+01,1.67503624e-01,9.45205031e+01
7.92457767e+03,-4.60707875e+01,1.28468787e-02,6.95939217e-01,1.09510413e-02,2.83247972e+00,9.33433950e+01,8.12302978e+01,1.67468997e-01,9.45214142e+01
7.92482329e+03,-4.59980342e+01,1.29561908e-02,6.95932319e-01,1.09483681e-02,2.83304415e+00,9.33486792e+01,8.12360160e+01,1.67434359e-01,9.45223254e+01
7.92506891e+03,-4.59222997e+01,1.30791895e-02,6.95925340e-01,1.09456959e-02,2.83360797e+00,9.33539482e+01,8.12417365e+01,1.67399710e-01,9.45232368e+01
7.92531453e+03,-4.58434065e+01,1.32157757e-02,6.95918275e-01,1.09430246e-02,2.83417118e+00,9.33592021e+01,8.12474594e+01,1.67365051e-01,9.45241484e+01
7.92552413e+03,-4.57734415e+01,1.33430901e-02,6.95912175e-01,1.09407458e-02,2.83465131e+00,9.33636735e+01,8.12523447e+01,1.67335466e-01,9.45249264e+01
7.92573373e+03,-4.57009070e+01,1.34803996e-02,6.95906008e-01,1.09384677e-02,2.83513100e+00,9.33681338e+01,8.12572318e+01,1.67305874e-01,9.45257045e+01
7.92594333e+03,-4.56256634e+01,1.36278528e-02,6.95899770e-01,1.09361902e-02,2.83561025e+00,9.33725832e+01,8.12621205e+01,1.67276273e-01,9.45264827e+01
7.92615292e+03,-4.55475603e+01,1.37856622e-02,6.95893459e-01,1.09339135e-02,2.83608905e+00,9.33770217e+01,8.12670109e+01,1.67246666e-01,9.45272611e+01
7.92636252e+03,-4.54664348e+01,1.39541055e-02,6.95887072e-01,1.09316375e-02,2.83656741e+00,9.33814492e+01,8.12719029e+01,1.67217050e-01,9.45280395e+01
7.92657212e+03,-4.53821104e+01,1.41335272e-02,6.95880605e-01,1.09293623e-02,2.83704534e+00,9.33858658e+01,8.12767966e+01,1.67187428e-01,9.45288181e+01
7.92678172e+03,-4.52943952e+01,1.43243416e-02,6.95874054e-01,1.09270878e-02,2.83752282e+00,9.33902715e+01,8.12816919e+01,1.67157797e-01,9.45295968e+01
7.92699132e+03,-4.52030803e+01,1.45270364e-02,6.95867417e-01,1.09248140e-02,2.83799986e+00,9.33946663e+01,8.12865888e+01,1.67128159e-01,9.45303756e+01
7.92720091e+03,-4.51079374e+01,1.47421776e-02,6.95860689e-01,1.09225411e-02,2.83847646e+00,9.33990503e+01,8.12914874e+01,1.67098514e-01,9.45311545e+01
7.92736406e+03,-4.50310693e+01,1.49186711e-02,6.95855386e-01,1.09207724e-02,2.83884714e+00,9.34024553e+01,8.12953016e+01,1.67075433e-01,9.45317608e+01
7.92752722e+03,-4.49516026e+01,1.51034425e-02,6.95850023e-01,1.09190041e-02,2.83921755e+00,9.34058537e+01,8.12991167e+01,1.67052348e-01,9.45323673e+01
7.92769037e+03,-4.48693988e+01,1.52968724e-02,6.95844598e-01,1.09172364e-02,2.83958769e+00,9.34092455e+01,8.13029329e+01,1.67029258e-01,9.45329738e+01
7.92785352e+03,-4.47843087e+01,1.54993805e-02,6.95839108e-01,1.09154692e-02,2.83995757e+00,9.34126308e+01,8.13067500e+01,1.67006164e-01,9.45335803e+01
7.92801667e+03,-4.46961701e+01,1.57114283e-02,6.95833551e-01,1.09137026e-02,2.84032719e+00,9.34160096e+01,8.13105681e+01,1.66983065e-01,9.45341869e+01
7.92817982e+03,-4.46048074e+01,1.59335236e-02,6.95827925e-01,1.09119365e-02,2.84069654e+00,9.34193819e+01,8.13143871e+01,1.66959962e-01,9.45347936e+01
7.92834297e+03,-4.45100291e+01,1.61662248e-02,6.95822225e-01,1.09101709e-02,2.84106562e+00,9.34227476e+01,8.13182071e+01,1.66936855e-01,9.45354003e+01
7.92850612e+03,-4.44116261e+01,1.64101456e-02,6.95816450e-01,1.09084059e-02,2.84143443e+00,9.34261069e+01,8.13220281e+01,1.66913743e-01,9.45360071e+01
7.92866927e+03,-4.43093696e+01,1.66659614e-02,6.95810595e-01,1.09066415e-02,2.84180298e+00,9.34294597e+01,8.13258500e+01,1.66890627e-01,9.45366140e+01
7.92879461e+03,-4.42280340e+01,1.68710419e-02,6.95806041e-01,1.09052864e-02,2.84208595e+00,9.34320311e+01,8.13287870e+01,1.66872865e-01,9.45370803e+01
7.92891996e+03,-4.41441518e+01,1.70839483e-02,6.95801436e-01,1.09039316e-02,2.84236876e+00,9.34345987e+01,8.13317245e+01,1.66855100e-01,9.45375466e+01
7.92904530e+03,-4.40575887e+01,1.73050772e-02,6.95796779e-01,1.09025772e-02,2.84265142e+00,9.34371625e+01,8.13346626e+01,1.66837333e-01,9.45380129e+01
7.92917065e+03,-4.39681996e+01,1.75348569e-02,6.95792067e-01,1.09012232e-02,2.84293392e+00,9.34397225e+01,8.13376012e+01,1.66819563e-01,9.45384793e+01
7.92929599e+03,-4.38758267e+01,1.77737506e-02,6.95787299e-01,1.08998696e-02,2.84321626e+00,9.34422787e+01,8.13405404e+01,1.66801790e-01,9.45389457e+01
7.92942134e+03,-4.37802987e+01,1.80222601e-02,6.95782472e-01,1.08985164e-02,2.84349845e+00,9.34448310e+01,8.13434802e+01,1.66784015e-01,9.45394122e+01
7.92954668e+03,-4.36814283e+01,1.82809297e-02,6.95777585e-01,1.08971637e-02,2.84378048e+00,9.34473796e+01,8.13464205e+01,1.66766238e-01,9.45398787e+01
7.92967202e+03,-4.35790109e+01,1.85503508e-02,6.95772633e-01,1.08958113e-02,2.84406235e+00,9.34499244e+01,8.13493614e+01,1.66748458e-01,9.45403452e+01
7.92979737e+03,-4.34728216e+01,1.88311675e-02,6.95767616e-01,1.08944595e-02,2.84434407e+00,9.34524653e+01,8.13523028e+01,1.66730676e-01,9.45408118e+01
7.92989296e+03,-4.33891512e+01,1.90534178e-02,6.95763743e-01,1.08934288e-02,2.84455881e+00,9.34544006e+01,8.13545464e+01,1.66717113e-01,9.45411676e+01
7.92998855e+03,-4.33030238e+01,1.92830400e-02,6.95759829e-01,1.08923984e-02,2.84477346e+00,9.34563337e+01,8.13567903e+01,1.66703548e-01,9.45415234e+01
7.93008414e+03,-4.32143098e+01,1.95203956e-02,6.95755872e-01,1.08913683e-02,2.84498802e+00,9.34582645e+01,8.13590345e+01,1.66689983e-01,9.45418793e+01
7.93017973e+03,-4.31228684e+01,1.97658723e-02,6.95751870e-01,1.08903385e-02,2.84520249e+00,9.34601932e+01,8.13612791e+01,1.66676415e-01,9.45422352e+01
7.93027533e+03,-4.30285470e+01,2.00198875e-02,6.95747823e-01,1.08893091e-02,2.84541687e+00,9.34621197e+01,8.13635240e+01,1.66662847e-01,9.45425911e+01
7.93037092e+03,-4.29311789e+01,2.02828906e-02,6.95743727e-01,1.08882799e-02,2.84563115e+00,9.34640440e+01,8.13657692e+01,1.66649277e-01,9.45429470e+01
7.93046651e+03,-4.28305820e+01,2.05553670e-02,6.95739582e-01,1.08872511e-02,2.84584535e+00,9.34659661e+01,8.13680147e+01,1.66635705e-01,9.45433030e+01
7.93056210e+03,-4.27265569e+01,2.08378414e-02,6.95735385e-01,1.08862226e-02,2.84605946e+00,9.34678860e+01,8.13702605e+01,1.66622132e-01,9.45436589e+01
7.93065769e+03,-4.26188838e+01,2.11308827e-02,6.95731135e-01,1.08851945e-02,2.84627347e+00,9.34698037e+01,8.13725066e+01,1.66608558e-01,9.45440149e+01
7.93073032e+03,-4.25344870e+01,2.13609783e-02,6.95727868e-01,1.08844136e-02,2.84643602e+00,9.34712593e+01,8.13742134e+01,1.66598244e-01,9.45442854e+01
7.93080295e+03,-4.24477289e+01,2.15978219e-02,6.95724567e-01,1.08836329e-02,2.84659852e+00,9.34727136e+01,8.13759205e+01,1.66587928e-01,9.45445559e+01
7.93087558e+03,-4.23584837e+01,2.18417259e-02,6.95721233e-01,1.08828524e-02,2.84676096e+00,9.34741667e+01,8.13776277e+01,1.66577612e-01,9.45448264e+01
7.93094821e+03,-4.22666149e+01,2.20930242e-02,6.95717862e-01,1.08820722e-02,2.84692336e+00,9.34756185e+01,8.13793350e+01,1.66567295e-01,9.45450969e+01
7.93102084e+03,-4.21719739e+01,2.23520753e-02,6.95714455e-01,1.08812922e-02,2.84708570e+00,9.34770691e+01,8.13810426e+01,1.66556977e-01,9.45453674e+01
7.93109347e+03,-4.20743987e+01,2.26192641e-02,6.95711009e-01,1.08805125e-02,2.84724799e+00,9.34785184e+01,8.13827503e+01,1.66546658e-01,9.45456380e+01
7.93116610e+03,-4.19737118e+01,2.28950048e-02,6.95707524e-01,1.08797330e-02,2.84741022e+00,9.34799665e+01,8.13844582e+01,1.66536339e-01,9.45459085e+01
7.93123873e+03,-4.18697187e+01,2.31797443e-02,6.95703997e-01,1.08789538e-02,2.84757241e+00,9.34814133e+01,8.13861663e+01,1.66526019e-01,9.45461791e+01
7.93131136e+03,-4.17622052e+01,2.34739657e-02,6.95700427e-01,1.08781750e-02,2.84773454e+00,9.34828588e+01,8.13878746e+01,1.66515698e-01,9.45464497e+01
7.93136654e+03,-4.16780251e+01,2.37041561e-02,6.95697686e-01,1.08775834e-02,2.84785768e+00,9.34839562e+01,8.13891726e+01,1.66507856e-01,9.45466552e+01
7.93142172e+03,-4.15915635e+01,2.39403675e-02,6.95694917e-01,1.08769921e-02,2.84798079e+00,9.34850529e+01,8.13904707e+01,1.66500014e-01,9.45468608e+01
7.93147690e+03,-4.15026977e+01,2.41828629e-02,6.95692121e-01,1.08764009e-02,2.84810388e+00,9.34861489e+01,8.13917688e+01,1.66492171e-01,9.45470664e+01
7.93153208e+03,-4.14112942e+01,2.44319235e-02,6.95689297e-01,1.08758099e-02,2.84822693e+00,9.34872441e+01,8.13930671e+01,1.66484328e-01,9.45472720e+01
7.93158726e+03,-4.13172076e+01,2.46878500e-02,6.95686443e-01,1.08752191e-02,2.84834995e+00,9.34883386e+01,8.13943655e+01,1.66476484e-01,9.45474776e+01
7.93164244e+03,-4.12202796e+01,2.49509651e-02,6.95683559e-01,1.08746286e-02,2.84847295e+00,9.34894324e+01,8.13956640e+01,1.66468640e-01,9.45476832e+01
7.93169762e+03,-4.11203368e+01,2.52216151e-02,6.95680643e-01,1.08740382e-02,2.84859591e+00,9.34905255e+01,8.13969626e+01,1.66460795e-01,9.45478888e+01
7.93175280e+03,-4.10171889e+01,2.55001731e-02,6.95677695e-01,1.08734481e-02,2.84871884e+00,9.34916178e+01,8.13982613e+01,1.66452950e-01,9.45480944e+01
7.93180798e+03,-4.09106265e+01,2.57870414e-02,6.95674712e-01,1.08728583e-02,2.84884175e+00,9.34927094e+01,8.13995601e+01,1.66445105e-01,9.45483000e+01
7.93185003e+03,-4.08270036e+01,2.60114503e-02,6.95672416e-01,1.08724090e-02,2.84893537e+00,9.34935406e+01,8.14005497e+01,1.66439127e-01,9.45484567e+01
7.93189207e+03,-4.07411533e+01,2.62411415e-02,6.95670098e-01,1.08719599e-02,2.84902897e+00,9.34943714e+01,8.14015394e+01,1.66433149e-01,9.45486133e+01
7.93193411e+03,-4.06529547e+01,2.64763351e-02,6.95667759e-01,1.08715110e-02,2.84912255e+00,9.34952018e+01,8.14025291e+01,1.66427171e-01,9.45487700e+01
7.93197615e+03,-4.05622765e+01,2.67172656e-02,6.95665397e-01,1.08710622e-02,2.84921612e+00,9.34960318e+01,8.14035189e+01,1.66421193e-01,9.45489267e+01
7.93201819e+03,-4.04689757e+01,2.69641838e-02,6.95663012e-01,1.08706137e-02,2.84930967e+00,9.34968613e+01,8.14045088e+01,1.66415214e-01,9.45490833e+01
7.93206023e+03,-4.03728967e+01,2.72173582e-02,6.95660602e-01,1.08701652e-02,2.84940320e+00,9.34976905e+01,8.14054987e+01,1.66409235e-01,9.45492400e+01
7.93210227e+03,-4.02738691e+01,2.74770768e-02,6.95658167e-01,1.08697170e-02,2.84949672e+00,9.34985192e+01,8.14064887e+01,1.66403256e-01,9.45493967e+01
7.93214432e+03,-4.01717063e+01,2.77436490e-02,6.95655706e-01,1.08692690e-02,2.84959021e+00,9.34993475e+01,8.14074787e+01,1.66397276e-01,9.45495534e+01
7.93218636e+03,-4.00662033e+01,2.80174084e-02,6.95653217e-01,1.08688212e-02,2.84968369e+00,9.35001753e+01,8.14084688e+01,1.66391296e-01,9.45497101e+01
7.93221855e+03,-3.99830226e+01,2.82321050e-02,6.95651293e-01,1.08684784e-02,2.84975526e+00,9.35008090e+01,8.14092269e+01,1.66386717e-01,9.45498300e+01
7.93225074e+03,-3.98976407e+01,2.84513989e-02,6.95649352e-01,1.08681358e-02,2.84982682e+00,9.35014423e+01,8.14099851e+01,1.66382138e-01,9.45499500e+01
7.93228293e+03,-3.98099376e+01,2.86754745e-02,6.95647392e-01,1.08677933e-02,2.84989836e+00,9.35020755e+01,8.14107433e+01,1.66377559e-01,9.45500700e+01
7.93231512e+03,-3.97197834e+01,2.89045281e-02,6.95645415e-01,1.08674510e-02,2.84996989e+00,9.35027084e+01,8.14115016e+01,1.66372980e-01,9.45501900e+01
7.93234731e+03,-3.96270368e+01,2.91387695e-02,6.95643419e-01,1.08671088e-02,2.85004142e+00,9.35033410e+01,8.14122599e+01,1.66368401e-01,9.45503100e+01
7.93237950e+03,-3.95315439e+01,2.93784228e-02,6.95641403e-01,1.08667668e-02,2.85011293e+00,9.35039734e+01,8.14130182e+01,1.66363821e-01,9.45504299e+01
7.93241169e+03,-3.94331370e+01,2.96237284e-02,6.95639367e-01,1.08664249e-02,2.85018444e+00,9.35046055e+01,8.14137765e+01,1.66359241e-01,9.45505499e+01
7.93244388e+03,-3.93316324e+01,2.98749441e-02,6.95637310e-01,1.08660832e-02,2.85025593e+00,9.35052375e+01,8.14145349e+01,1.66354661e-01,9.45506699e+01
7.93247607e+03,-3.92268285e+01,3.01323475e-02,6.95635231e-01,1.08657417e-02,2.85032742e+00,9.35058691e+01,8.14152933e+01,1.66350081e-01,9.45507899e+01
7.93250089e+03,-3.91436546e+01,3.03351659e-02,6.95633613e-01,1.08654786e-02,2.85038251e+00,9.35063559e+01,8.14158780e+01,1.66346551e-01,9.45508824e+01
7.93252570e+03,-3.90582787e+01,3.05419847e-02,6.95631982e-01,1.08652156e-02,2.85043760e+00,9.35068424e+01,8.14164626e+01,1.66343020e-01,9.45509749e+01
7.93255051e+03,-3.89705813e+01,3.07529599e-02,6.95630335e-01,1.08649527e-02,2.85049268e+00,9.35073289e+01,8.14170473e+01,1.66339490e-01,9.45510674e+01
7.93257532e+03,-3.88804330e+01,3.09682575e-02,6.95628674e-01,1.08646900e-02,2.85054775e+00,9.35078152e+01,8.14176319e+01,1.66335959e-01,9.45511599e+01
7.93260014e+03,-3.87876934e+01,3.11880547e-02,6.95626998e-01,1.08644274e-02,2.85060282e+00,9.35083013e+01,8.14182166e+01,1.66332428e-01,9.45512524e+01
7.93262495e+03,-3.86922102e+01,3.14125410e-02,6.95625305e-01,1.08641649e-02,2.85065788e+00,9.35087873e+01,8.14188014e+01,1.66328898e-01,9.45513449e+01
7.93264976e+03,-3.85938172e+01,3.16419188e-02,6.95623596e-01,1.08639026e-02,2.85071294e+00,9.35092732e+01,8.14193861e+01,1.66325367e-01,9.45514374e+01
7.93267458e+03,-3.84923332e+01,3.18764057e-02,6.95621870e-01,1.08636404e-02,2.85076799e+00,9.35097589e+01,8.14199709e+01,1.66321836e-01,9.45515299e+01
7.93269939e+03,-3.83875597e+01,3.21162351e-02,6.95620126e-01,1.08633784e-02,2.85082304e+00,9.35102445e+01,8.14205557e+01,1.66318304e-01,9.45516224e+01
7.93271867e+03,-3.83037231e+01,3.23064728e-02,6.95618758e-01,1.08631749e-02,2.85086581e+00,9.35106217e+01,8.14210101e+01,1.66315560e-01,9.45516943e+01
7.93273796e+03,-3.82176577e+01,3.25002153e-02,6.95617378e-01,1.08629714e-02,2.85090858e+00,9.35109989e+01,8.14214647e+01,1.66312816e-01,9.45517662e+01
7.93275724e+03,-3.81292439e+01,3.26975966e-02,6.95615987e-01,1.08627681e-02,2.85095135e+00,9.35113760e+01,8.14219192e+01,1.66310071e-01,9.45518380e+01
7.93277652e+03,-3.80383521e+01,3.28987597e-02,6.95614583e-01,1.08625650e-02,2.85099412e+00,9.35117530e+01,8.14223737e+01,1.66307327e-01,9.45519099e+01
7.93279581e+03,-3.79448426e+01,3.31038569e-02,6.95613166e-01,1.08623619e-02,2.85103688e+00,9.35121300e+01,8.14228282e+01,1.66304582e-01,9.45519818e+01
7.93281509e+03,-3.78485635e+01,3.33130506e-02,6.95611736e-01,1.08621590e-02,2.85107963e+00,9.35125068e+01,8.14232828e+01,1.66301838e-01,9.45520537e+01
7.93283437e+03,-3.77493501e+01,3.35265148e-02,6.95610292e-01,1.08619562e-02,2.85112239e+00,9.35128836e+01,8.14237374e+01,1.66299093e-01,9.45521256e+01
7.93285366e+03,-3.76470228e+01,3.37444358e-02,6.95608834e-01,1.08617535e-02,2.85116514e+00,9.35132602e+01,8.14241919e+01,1.66296348e-01,9.45521975e+01
7.93287294e+03,-3.75413862e+01,3.39670134e-02,6.95607361e-01,1.08615510e-02,2.85120788e+00,9.35136368e+01,8.14246465e+01,1.66293603e-01,9.45522694e+01
7.93288808e+03,-3.74560138e+01,3.41451194e-02,6.95606194e-01,1.08613921e-02,2.85124143e+00,9.35139323e+01,8.14250033e+01,1.66291449e-01,9.45523258e+01
7.93290321e+03,-3.73683589e+01,3.43263377e-02,6.95605017e-01,1.08612334e-02,2.85127498e+00,9.35142278e+01,8.14253602e+01,1.66289295e-01,9.45523823e+01
7.93291835e+03,-3.72783011e+01,3.45107865e-02,6.95603830e-01,1.08610747e-02,2.85130853e+00,9.35145232e+01,8.14257170e+01,1.66287140e-01,9.45524387e+01
7.93293349e+03,-3.71857102e+01,3.46985913e-02,6.95602632e-01,1.08609162e-02,2.85134207e+00,9.35148186e+01,8.14260739e+01,1.66284985e-01,9.45524951e+01
7.93294862e+03,-3.70904461e+01,3.48898861e-02,6.95601424e-01,1.08607578e-02,2.85137561e+00,9.35151139e+01,8.14264307e+01,1.66282831e-01,9.45525516e+01
7.93296376e+03,-3.69923572e+01,3.50848135e-02,6.95600204e-01,1.08605995e-02,2.85140915e+00,9.35154091e+01,8.14267876e+01,1.66280676e-01,9.45526080e+01
7.93297889e+03,-3.68912792e+01,3.52835262e-02,6.95598973e-01,1.08604413e-02,2.85144268e+00,9.35157043e+01,8.14271444e+01,1.66278522e-01,9.45526644e+01
7.93299403e+03,-3.67870342e+01,3.54861874e-02,6.95597730e-01,1.08602832e-02,2.85147622e+00,9.35159995e+01,8.14275013e+01,1.66276367e-01,9.45527209e+01
7.93300917e+03,-3.66794287e+01,3.56929724e-02,6.95596474e-01,1.08601253e-02,2.85150975e+00,9.35162946e+01,8.14278582e+01,1.66274212e-01,9.45527773e+01
7.93302119e+03,-3.65914156e+01,3.58603004e-02,6.95595467e-01,1.08600000e-02,2.85153638e+00,9.35165289e+01,8.14281417e+01,1.66272501e-01,9.45528221e+01
7.93303321e+03,-3.65010354e+01,3.60304500e-02,6.95594451e-01,1.08598747e-02,2.85156302e+00,9.35167633e+01,8.14284252e+01,1.66270789e-01,9.45528670e+01
7.93304524e+03,-3.64081658e+01,3.62035279e-02,6.95593426e-01,1.08597496e-02,2.85158965e+00,9.35169976e+01,8.14287087e+01,1.66269077e-01,9.45529118e+01
7.93305726e+03,-3.63126753e+01,3.63796481e-02,6.95592393e-01,1.08596245e-02,2.85161628e+00,9.35172319e+01,8.14289922e+01,1.66267365e-01,9.45529566e+01
7.93306929e+03,-3.62144226e+01,3.65589315e-02,6.95591350e-01,1.08594996e-02,2.85164291e+00,9.35174661e+01,8.14292758e+01,1.66265654e-01,9.45530015e+01
7.93308131e+03,-3.61132556e+01,3.67415073e-02,6.95590296e-01,1.08593748e-02,2.85166954e+00,9.35177003e+01,8.14295593e+01,1.66263942e-01,9.45530463e+01
7.93309333e+03,-3.60090101e+01,3.69275135e-02,6.95589233e-01,1.08592501e-02,2.85169617e+00,9.35179345e+01,8.14298428e+01,1.66262230e-01,9.45530911e+01
7.93310536e+03,-3.59015087e+01,3.71170975e-02,6.95588159e-01,1.08591255e-02,2.85172279e+00,9.35181687e+01,8.14301264e+01,1.66260518e-01,9.45531360e+01
7.93311738e+03,-3.57905598e+01,3.73104172e-02,6.95587074e-01,1.08590011e-02,2.85174942e+00,9.35184028e+01,8.14304099e+01,1.66258806e-01,9.45531808e+01
7.93312940e+03,-3.56759555e+01,3.75076424e-02,6.95585978e-01,1.08588768e-02,2.85177604e+00,9.35186368e+01,8.14306934e+01,1.66257095e-01,9.45532256e+01
7.93313885e+03,-3.55832509e+01,3.76653751e-02,6.95585109e-01,1.08587793e-02,2.85179694e+00,9.35188206e+01,8.14309161e+01,1.66255750e-01,9.45532608e+01
7.93314829e+03,-3.54880362e+01,3.78257225e-02,6.95584232e-01,1.08586819e-02,2.85181785e+00,9.35190044e+01,8.14311388e+01,1.66254406e-01,9.45532960e+01
7.93315773e+03,-3.53901858e+01,3.79887849e-02,6.95583347e-01,1.08585846e-02,2.85183875e+00,9.35191881e+01,8.14313615e+01,1.66253062e-01,9.45533312e+01
7.93316717e+03,-3.52895655e+01,3.81546686e-02,6.95582454e-01,1.08584874e-02,2.85185965e+00,9.35193719e+01,8.14315841e+01,1.66251717e-01,9.45533664e+01
7.93317661e+03,-3.51860317e+01,3.83234868e-02,6.95581552e-01,1.08583903e-02,2.85188056e+00,9.35195556e+01,8.14318068e+01,1.66250373e-01,9.45534017e+01
7.93318606e+03,-3.50794303e+01,3.84953603e-02,6.95580642e-01,1.08582934e-02,2.85190146e+00,9.35197393e+01,8.14320295e+01,1.66249029e-01,9.45534369e+01
